chemin, class, classe_LOC, classe_CLOC, classe_DC
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\StrokeChooserPanel.java, StrokeChooserPanel, 53, 83, 1.57
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\StrokeSample.java, StrokeSample, 74, 146, 1.97
][C:\jfreechart-master\src\main\java\org\jfree\chart\text\AttributedStringUtils.java, AttributedStringUtils, 45, 88, 1.96
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\G2TextMeasurer.java, G2TextMeasurer, 45, 63, 1.4
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\package-info.java, package-info, 3, 4, 1.33
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\TextAnchor.java, TextAnchor, 94, 145, 1.54
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\TextBlock.java, TextBlock, 135, 272, 2.01
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\TextBlockAnchor.java, TextBlockAnchor, 43, 55, 1.28
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\TextBox.java, TextBox, 174, 378, 2.17
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\TextFragment.java, TextFragment, 142, 268, 1.89
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\TextLine.java, TextLine, 114, 222, 1.95
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\TextMeasurer.java, TextMeasurer, 40, 44, 1.1
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\TextUtils.java, TextUtils, 307, 699, 2.28
][C:\jfreechart-master\src\main\java\org\jfree\chart\text\format\HexNumberFormat.java, HexNumberFormat, 91, 136, 1.49
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\format\HMSNumberFormat.java, HMSNumberFormat, 74, 105, 1.42
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\format\LogFormat.java, LogFormat, 125, 222, 1.78
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\format\package-info.java, package-info, 3, 4, 1.33
, C:\jfreechart-master\src\main\java\org\jfree\chart\text\format\RelativeDateFormat.java, RelativeDateFormat, 272, 501, 1.84
][C:\jfreechart-master\src\main\java\org\jfree\chart\title\CompositeTitle.java, CompositeTitle, 126, 223, 1.77
, C:\jfreechart-master\src\main\java\org\jfree\chart\title\DateTitle.java, DateTitle, 117, 154, 1.32
, C:\jfreechart-master\src\main\java\org\jfree\chart\title\ImageTitle.java, ImageTitle, 154, 330, 2.14
, C:\jfreechart-master\src\main\java\org\jfree\chart\title\package-info.java, package-info, 3, 4, 1.33
, C:\jfreechart-master\src\main\java\org\jfree\chart\title\ShortTextTitle.java, ShortTextTitle, 104, 223, 2.14
, C:\jfreechart-master\src\main\java\org\jfree\chart\title\TextTitle.java, TextTitle, 332, 800, 2.41
, C:\jfreechart-master\src\main\java\org\jfree\chart\title\Title.java, Title, 216, 396, 1.83
][C:\jfreechart-master\src\main\java\org\jfree\chart\urls\CategoryURLGenerator.java, CategoryURLGenerator, 67, 73, 1.09
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\CustomCategoryURLGenerator.java, CustomCategoryURLGenerator, 91, 179, 1.97
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\CustomPieURLGenerator.java, CustomPieURLGenerator, 109, 204, 1.87
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\CustomXYURLGenerator.java, CustomXYURLGenerator, 104, 193, 1.86
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\package-info.java, package-info, 3, 4, 1.33
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\PieURLGenerator.java, PieURLGenerator, 59, 64, 1.08
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\StandardCategoryURLGenerator.java, StandardCategoryURLGenerator, 94, 179, 1.9
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\StandardPieURLGenerator.java, StandardPieURLGenerator, 82, 151, 1.84
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\StandardXYURLGenerator.java, StandardXYURLGenerator, 82, 140, 1.71
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\StandardXYZURLGenerator.java, StandardXYZURLGenerator, 51, 60, 1.18
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\TimeSeriesURLGenerator.java, TimeSeriesURLGenerator, 93, 183, 1.97
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\XYURLGenerator.java, XYURLGenerator, 61, 66, 1.08
, C:\jfreechart-master\src\main\java\org\jfree\chart\urls\XYZURLGenerator.java, XYZURLGenerator, 56, 61, 1.09
][C:\jfreechart-master\src\main\java\org\jfree\chart\util\AttrStringUtils.java, AttrStringUtils, 117, 299, 2.56
